date,atm_id,opening_balance,withdrawals,deposits,closing_balance,replenished,replenishment_amount,cash_utilization_rate,predicted_runout_days
2025-05-24,ATM-00003,4391203,1159490,0,3231713,False,0,35,2
2025-05-25,ATM-00003,3231713,2380823,0,4644927,True,3794037,7,1
2025-05-26,ATM-00003,4644927,1155120,0,3489807,False,0,30,3
2025-05-27,ATM-00003,3489807,2485271,0,1004536,False,0,79,0
2025-05-28,ATM-00003,1004536,2814572,0,4408116,True,6218151,11,1
2025-05-29,ATM-00003,4408116,1901254,0,2506862,False,0,49,1
2025-05-30,ATM-00003,2506862,2759338,0,4327844,True,4580319,13,1
2025-05-31,ATM-00003,4327844,1587248,0,2740596,False,0,45,1
2025-06-01,ATM-00003,2740596,2111257,0,4477404,True,3848064,10,2
2025-06-02,ATM-00003,4477404,2152887,0,2324517,False,0,53,1
2025-06-03,ATM-00003,2324517,1962020,0,4351127,True,3988630,12,2
2025-06-04,ATM-00003,4351127,2176822,0,2174305,False,0,56,0
2025-06-05,ATM-00003,2174305,2054065,0,4330196,True,4209956,13,2
2025-06-06,ATM-00003,4330196,2900870,0,1429326,False,0,71,0
2025-06-07,ATM-00003,1429326,1721570,0,4578111,True,4870354,8,2
2025-06-08,ATM-00003,4578111,2847804,0,1730307,False,0,65,0
2025-06-09,ATM-00003,1730307,2948810,0,4696924,True,5915427,6,1
2025-06-10,ATM-00003,4696924,1681479,0,3015445,False,0,39,1
2025-06-11,ATM-00003,3015445,2922183,0,4548569,True,4455306,9,1
2025-06-12,ATM-00003,4548569,2837662,0,1710907,False,0,65,0
2025-06-13,ATM-00003,1710907,1855149,0,4588747,True,4732989,8,2
2025-06-14,ATM-00003,4588747,1372182,0,3216565,False,0,35,2
2025-06-15,ATM-00003,3216565,1630855,0,1585710,False,0,68,0
2025-06-16,ATM-00003,1585710,1640113,0,4740213,True,4794616,5,2
2025-06-17,ATM-00003,4740213,2063282,0,2676931,False,0,46,1
2025-06-18,ATM-00003,2676931,1210928,0,1466003,False,0,70,1
2025-06-19,ATM-00003,1466003,1071403,0,4633995,True,4239394,7,4
2025-06-20,ATM-00003,4633995,1596002,0,3037993,False,0,39,1
2025-06-21,ATM-00003,3037993,1652920,0,1385073,False,0,72,0
2025-06-22,ATM-00003,1385073,829886,0,4280347,True,3725160,14,5
2025-06-23,ATM-00003,4280347,2859364,0,1420983,False,0,71,0
2025-06-24,ATM-00003,1420983,1237095,0,4689901,True,4506012,6,3
2025-06-25,ATM-00003,4689901,942063,0,3747838,False,0,25,3
2025-06-26,ATM-00003,3747838,1580457,0,2167381,False,0,56,1
2025-06-27,ATM-00003,2167381,1300264,0,4257825,True,3390708,14,3
2025-06-28,ATM-00003,4257825,906973,0,3350852,False,0,32,3
2025-06-29,ATM-00003,3350852,2706359,0,4714072,True,4069578,5,1
2025-06-30,ATM-00003,4714072,1295188,0,3418884,False,0,31,2
2025-07-01,ATM-00003,3418884,2358873,0,1060011,False,0,78,0
2025-07-02,ATM-00003,1060011,2800602,0,4263748,True,6004339,14,1
2025-07-03,ATM-00003,4263748,1052247,0,3211501,False,0,35,3
2025-07-04,ATM-00003,3211501,1602513,0,1608988,False,0,67,1
2025-07-05,ATM-00003,1608988,2124376,0,4675909,True,5191296,6,2
2025-07-06,ATM-00003,4675909,2586655,0,2089254,False,0,58,0
2025-07-07,ATM-00003,2089254,1000770,0,1088484,False,0,78,1
2025-07-08,ATM-00003,1088484,872478,0,4376921,True,4160915,12,5
2025-07-09,ATM-00003,4376921,1709709,0,2667212,False,0,46,1
2025-07-10,ATM-00003,2667212,2362272,0,4370099,True,4065159,12,1
2025-07-11,ATM-00003,4370099,1276974,0,3093125,False,0,38,2
2025-07-12,ATM-00003,3093125,2445319,0,4589565,True,3941758,8,1
2025-07-13,ATM-00003,4589565,2021934,0,2567631,False,0,48,1
2025-07-14,ATM-00003,2567631,1131819,0,1435812,False,0,71,1
2025-07-15,ATM-00003,1435812,1875949,0,4284531,True,4724668,14,2
2025-07-16,ATM-00003,4284531,1825236,0,2459295,False,0,50,1
2025-07-17,ATM-00003,2459295,1139056,0,1320239,False,0,73,1
2025-07-18,ATM-00003,1320239,1523007,0,4335919,True,4538686,13,2
2025-07-19,ATM-00003,4335919,2041518,0,2294401,False,0,54,1
2025-07-20,ATM-00003,2294401,1011494,0,1282907,False,0,74,1
2025-07-21,ATM-00003,1282907,1648216,0,4324724,True,4690033,13,2
2025-07-22,ATM-00003,4324724,2130570,0,2194154,False,0,56,1
2025-07-23,ATM-00003,2194154,1218079,0,4527540,True,3551465,9,3
2025-07-24,ATM-00003,4527540,1154299,0,3373241,False,0,32,2
2025-07-25,ATM-00003,3373241,2230214,0,1143027,False,0,77,0
2025-07-26,ATM-00003,1143027,1968667,0,4601734,True,5427373,7,2
2025-07-27,ATM-00003,4601734,2631855,0,1969879,False,0,60,0
2025-07-28,ATM-00003,1969879,1141969,0,4642387,True,3814477,7,4
2025-07-29,ATM-00003,4642387,2105608,0,2536779,False,0,49,1
2025-07-30,ATM-00003,2536779,2355236,0,4350152,True,4168608,12,1
2025-07-31,ATM-00003,4350152,2006585,0,2343567,False,0,53,1
2025-08-01,ATM-00003,2343567,2181007,0,4362391,True,4199831,12,2
2025-08-02,ATM-00003,4362391,2676769,0,1685622,False,0,66,0
2025-08-03,ATM-00003,1685622,2696907,0,4296697,True,5307982,14,1
2025-08-04,ATM-00003,4296697,2956861,0,1339836,False,0,73,0
2025-08-05,ATM-00003,1339836,2711695,0,4451255,True,5823113,10,1
2025-08-06,ATM-00003,4451255,2829841,0,1621414,False,0,67,0
2025-08-07,ATM-00003,1621414,1299225,0,4681754,True,4359564,6,3
2025-08-08,ATM-00003,4681754,2540164,0,2141590,False,0,57,0
2025-08-09,ATM-00003,2141590,2668157,0,4431363,True,4957929,11,1
2025-08-10,ATM-00003,4431363,2563877,0,1867486,False,0,62,0
2025-08-11,ATM-00003,1867486,2573900,0,4554543,True,5260957,8,1
2025-08-12,ATM-00003,4554543,1980169,0,2574374,False,0,48,1
2025-08-13,ATM-00003,2574374,1631446,0,4480562,True,3537633,10,2
2025-08-14,ATM-00003,4480562,1588499,0,2892063,False,0,42,1
2025-08-15,ATM-00003,2892063,2447472,0,4672393,True,4227801,6,1
2025-08-16,ATM-00003,4672393,2361723,0,2310670,False,0,53,0
2025-08-17,ATM-00003,2310670,2348982,0,4277157,True,4315469,14,1
2025-08-18,ATM-00003,4277157,990851,0,3286306,False,0,34,3
2025-08-19,ATM-00003,3286306,1569321,0,1716985,False,0,65,1
2025-08-20,ATM-00003,1716985,1681675,0,4469128,True,4433817,10,2
2025-08-21,ATM-00003,4469128,853442,0,3615686,False,0,27,4
2025-08-22,ATM-00003,3615686,1175036,0,2440650,False,0,51,2
2025-08-23,ATM-00003,2440650,2127283,0,4306912,True,3993544,13,2
2025-08-24,ATM-00003,4306912,1789178,0,2517734,False,0,49,1
2025-08-25,ATM-00003,2517734,1530225,0,4556985,True,3569475,8,2
2025-08-26,ATM-00003,4556985,1602928,0,2954057,False,0,40,1
2025-08-27,ATM-00003,2954057,1964143,0,4678767,True,3688853,6,2
2025-08-28,ATM-00003,4678767,2435811,0,2242956,False,0,55,0
2025-08-29,ATM-00003,2242956,1933408,0,4440435,True,4130886,11,2
2025-08-30,ATM-00003,4440435,2782901,0,1657534,False,0,66,0
2025-08-31,ATM-00003,1657534,1111276,0,4261783,True,3715525,14,3
2025-09-01,ATM-00003,4261783,969746,0,3292037,False,0,34,3
2025-09-02,ATM-00003,3292037,2119794,0,1172243,False,0,76,0
2025-09-03,ATM-00003,1172243,1412939,0,4669505,True,4910200,6,3
2025-09-04,ATM-00003,4669505,1759035,0,2910470,False,0,41,1
2025-09-05,ATM-00003,2910470,1959485,0,4699918,True,3748933,6,2
2025-09-06,ATM-00003,4699918,2002023,0,2697895,False,0,46,1
2025-09-07,ATM-00003,2697895,1243992,0,1453903,False,0,70,1
2025-09-08,ATM-00003,1453903,1419695,0,4287751,True,4253542,14,3
2025-09-09,ATM-00003,4287751,842359,0,3445392,False,0,31,4
2025-09-10,ATM-00003,3445392,2186737,0,1258655,False,0,74,0
2025-09-11,ATM-00003,1258655,1092692,0,4307715,True,4141752,13,3
2025-09-12,ATM-00003,4307715,1416951,0,2890764,False,0,42,2
2025-09-13,ATM-00003,2890764,1330032,0,1560732,False,0,68,1
2025-09-14,ATM-00003,1560732,1989272,0,4749444,True,5177984,5,2
2025-09-15,ATM-00003,4749444,2153295,0,2596149,False,0,48,1
2025-09-16,ATM-00003,2596149,1939822,0,4521741,True,3865413,9,2
2025-09-17,ATM-00003,4521741,2790577,0,1731164,False,0,65,0
2025-09-18,ATM-00003,1731164,806095,0,4278457,True,3353388,14,5
2025-09-19,ATM-00003,4278457,2896221,0,1382236,False,0,72,0
2025-09-20,ATM-00003,1382236,1513512,0,4419641,True,4550916,11,2
2025-09-21,ATM-00003,4419641,877130,0,3542511,False,0,29,4
2025-09-22,ATM-00003,3542511,1388149,0,2154362,False,0,56,1
2025-09-23,ATM-00003,2154362,1202145,0,4265748,True,3313531,14,3
2025-09-24,ATM-00003,4265748,1692389,0,2573359,False,0,48,1
2025-09-25,ATM-00003,2573359,1748566,0,4467261,True,3642467,10,2
2025-09-26,ATM-00003,4467261,1394869,0,3072392,False,0,38,2
2025-09-27,ATM-00003,3072392,2397219,0,4670813,True,3995639,6,1
2025-09-28,ATM-00003,4670813,2750927,0,1919886,False,0,61,0
2025-09-29,ATM-00003,1919886,948728,0,4698098,True,3726940,6,4
2025-09-30,ATM-00003,4698098,895163,0,3802935,False,0,23,4
2025-10-01,ATM-00003,3802935,2973474,0,4264154,True,3434693,14,1
2025-10-02,ATM-00003,4264154,2549930,0,1714224,False,0,65,0
2025-10-03,ATM-00003,1714224,2289337,0,4720625,True,5295737,5,2
2025-10-04,ATM-00003,4720625,805188,0,3915437,False,0,21,4
2025-10-05,ATM-00003,3915437,2288011,0,1627426,False,0,67,0
2025-10-06,ATM-00003,1627426,1819510,0,4345249,True,4537333,13,2
2025-10-07,ATM-00003,4345249,2821333,0,1523916,False,0,69,0
2025-10-08,ATM-00003,1523916,1775682,0,4649318,True,4901084,7,2
2025-10-09,ATM-00003,4649318,2940386,0,1708932,False,0,65,0
2025-10-10,ATM-00003,1708932,2856317,0,4291212,True,5438597,14,1
2025-10-11,ATM-00003,4291212,1337757,0,2953455,False,0,40,2
2025-10-12,ATM-00003,2953455,2293115,0,4648008,True,3987667,7,2
2025-10-13,ATM-00003,4648008,1888706,0,2759302,False,0,44,1
2025-10-14,ATM-00003,2759302,2268544,0,4573951,True,4083192,8,2
2025-10-15,ATM-00003,4573951,2116775,0,2457176,False,0,50,1
2025-10-16,ATM-00003,2457176,2851894,0,4409838,True,4804556,11,1
2025-10-17,ATM-00003,4409838,2406838,0,2003000,False,0,59,0
2025-10-18,ATM-00003,2003000,2796066,0,4588469,True,5381535,8,1
2025-10-19,ATM-00003,4588469,1164956,0,3423513,False,0,31,2
2025-10-20,ATM-00003,3423513,964182,0,2459331,False,0,50,2
2025-10-21,ATM-00003,2459331,2814649,0,4344774,True,4700091,13,1
2025-10-22,ATM-00003,4344774,2603891,0,1740883,False,0,65,0
2025-10-23,ATM-00003,1740883,1113288,0,4371359,True,3743763,12,3
2025-10-24,ATM-00003,4371359,2560925,0,1810434,False,0,63,0
2025-10-25,ATM-00003,1810434,1634367,0,4473393,True,4297326,10,2
2025-10-26,ATM-00003,4473393,2889122,0,1584271,False,0,68,0
2025-10-27,ATM-00003,1584271,2193138,0,4631724,True,5240591,7,2
2025-10-28,ATM-00003,4631724,2504130,0,2127594,False,0,57,0
2025-10-29,ATM-00003,2127594,917381,0,1210213,False,0,75,1
2025-05-03,ATM-00004,9000000,2120496,0,6879504,False,0,31,3
2025-05-04,ATM-00004,6879504,2795012,0,4084492,False,0,59,1
2025-05-05,ATM-00004,4084492,1422898,0,2661594,False,0,73,1
2025-05-06,ATM-00004,2661594,939342,0,9446829,True,7724577,5,10
2025-05-07,ATM-00004,9446829,2945142,0,6501687,False,0,34,2
2025-05-08,ATM-00004,6501687,2764608,0,3737079,False,0,62,1
2025-05-09,ATM-00004,3737079,2105032,0,9247108,True,7615061,7,4
2025-05-10,ATM-00004,9247108,1617789,0,7629319,False,0,23,4
2025-05-11,ATM-00004,7629319,2826400,0,4802919,False,0,51,1
2025-05-12,ATM-00004,4802919,2170179,0,2632740,False,0,73,1
2025-05-13,ATM-00004,2632740,1421868,0,8602640,True,7391768,13,6
2025-05-14,ATM-00004,8602640,1345952,0,7256688,False,0,27,5
2025-05-15,ATM-00004,7256688,2264760,0,4991928,False,0,50,2
2025-05-16,ATM-00004,4991928,2303712,0,2688216,False,0,73,1
2025-05-17,ATM-00004,2688216,2288685,0,9420932,True,9021400,5,4
2025-05-18,ATM-00004,9420932,2193793,0,7227139,False,0,27,3
2025-05-19,ATM-00004,7227139,1453861,0,5773278,False,0,42,3
2025-05-20,ATM-00004,5773278,2039320,0,3733958,False,0,62,1
2025-05-21,ATM-00004,3733958,2360108,0,8688354,True,7314504,13,3
2025-05-22,ATM-00004,8688354,1020479,0,7667875,False,0,23,7
2025-05-23,ATM-00004,7667875,1732684,0,5935191,False,0,40,3
2025-05-24,ATM-00004,5935191,2695703,0,3239488,False,0,67,1
2025-05-25,ATM-00004,3239488,1370709,0,8908826,True,7040046,10,6
2025-05-26,ATM-00004,8908826,2817083,0,6091743,False,0,39,2
2025-05-27,ATM-00004,6091743,1700924,0,4390819,False,0,56,2
2025-05-28,ATM-00004,4390819,2155123,0,2235696,False,0,77,1
2025-05-29,ATM-00004,2235696,1768398,0,8912179,True,8444881,10,5
2025-05-30,ATM-00004,8912179,2664121,0,6248058,False,0,37,2
2025-05-31,ATM-00004,6248058,2369671,0,3878387,False,0,61,1
2025-06-01,ATM-00004,3878387,2969148,0,9120507,True,8211267,8,3
2025-06-02,ATM-00004,9120507,1543496,0,7577011,False,0,24,4
2025-06-03,ATM-00004,7577011,2006136,0,5570875,False,0,44,2
2025-06-04,ATM-00004,5570875,2753192,0,2817683,False,0,71,1
2025-06-05,ATM-00004,2817683,2925321,0,9126659,True,9234297,8,3
2025-06-06,ATM-00004,9126659,1587500,0,7539159,False,0,24,4
2025-06-07,ATM-00004,7539159,1192467,0,6346692,False,0,36,5
2025-06-08,ATM-00004,6346692,1468067,0,4878625,False,0,51,3
2025-06-09,ATM-00004,4878625,2403212,0,2475413,False,0,75,1
2025-06-10,ATM-00004,2475413,2997765,0,9207533,True,9729884,7,3
2025-06-11,ATM-00004,9207533,2127992,0,7079541,False,0,29,3
2025-06-12,ATM-00004,7079541,1899900,0,5179641,False,0,48,2
2025-06-13,ATM-00004,5179641,1246520,0,3933121,False,0,60,3
2025-06-14,ATM-00004,3933121,1865065,0,2068056,False,0,79,1
2025-06-15,ATM-00004,2068056,1433732,0,8928066,True,8293742,10,6
2025-06-16,ATM-00004,8928066,2184239,0,6743827,False,0,32,3
2025-06-17,ATM-00004,6743827,1431875,0,5311952,False,0,46,3
2025-06-18,ATM-00004,5311952,2604404,0,2707548,False,0,72,1
2025-06-19,ATM-00004,2707548,876899,0,8673705,True,6843055,13,9
2025-06-20,ATM-00004,8673705,2707893,0,5965812,False,0,40,2
2025-06-21,ATM-00004,5965812,1571644,0,4394168,False,0,56,2
2025-06-22,ATM-00004,4394168,2045178,0,2348990,False,0,76,1
2025-06-23,ATM-00004,2348990,1220674,0,8822880,True,7694564,11,7
2025-06-24,ATM-00004,8822880,1215626,0,7607254,False,0,23,6
2025-06-25,ATM-00004,7607254,1325766,0,6281488,False,0,37,4
2025-06-26,ATM-00004,6281488,1608567,0,4672921,False,0,53,2
2025-06-27,ATM-00004,4672921,1401724,0,3271197,False,0,67,2
2025-06-28,ATM-00004,3271197,2886484,0,9328827,True,8944114,6,3
2025-06-29,ATM-00004,9328827,2830809,0,6498018,False,0,35,2
2025-06-30,ATM-00004,6498018,2466781,0,4031237,False,0,59,1
2025-07-01,ATM-00004,4031237,2885526,0,8683884,True,7538172,13,3
2025-07-02,ATM-00004,8683884,2429340,0,6254544,False,0,37,2
2025-07-03,ATM-00004,6254544,2993827,0,3260717,False,0,67,1
2025-07-04,ATM-00004,3260717,1903290,0,8797994,True,7440567,12,4
2025-07-05,ATM-00004,8797994,968659,0,7829335,False,0,21,8
2025-07-06,ATM-00004,7829335,2373813,0,5455522,False,0,45,2
2025-07-07,ATM-00004,5455522,1896441,0,3559081,False,0,64,1
2025-07-08,ATM-00004,3559081,2262255,0,8513324,True,7216497,14,3
2025-07-09,ATM-00004,8513324,2418181,0,6095143,False,0,39,2
2025-07-10,ATM-00004,6095143,1713382,0,4381761,False,0,56,2
2025-07-11,ATM-00004,4381761,1170449,0,3211312,False,0,67,2
2025-07-12,ATM-00004,3211312,2345774,0,8668368,True,7802830,13,3
2025-07-13,ATM-00004,8668368,2209387,0,6458981,False,0,35,2
2025-07-14,ATM-00004,6458981,2202081,0,4256900,False,0,57,1
2025-07-15,ATM-00004,4256900,1564667,0,2692233,False,0,73,1
2025-07-16,ATM-00004,2692233,1518498,0,9283484,True,8109748,7,6
2025-07-17,ATM-00004,9283484,1977448,0,7306036,False,0,26,3
2025-07-18,ATM-00004,7306036,2144965,0,5161071,False,0,48,2
2025-07-19,ATM-00004,5161071,2887422,0,2273649,False,0,77,0
2025-07-20,ATM-00004,2273649,2883261,0,8547891,True,9157503,14,2
2025-07-21,ATM-00004,8547891,842866,0,7705025,False,0,22,9
2025-07-22,ATM-00004,7705025,1103971,0,6601054,False,0,33,5
2025-07-23,ATM-00004,6601054,2200396,0,4400658,False,0,55,1
2025-07-24,ATM-00004,4400658,1640640,0,2760018,False,0,72,1
2025-07-25,ATM-00004,2760018,2704510,0,9421548,True,9366040,5,3
2025-07-26,ATM-00004,9421548,2823111,0,6598437,False,0,34,2
2025-07-27,ATM-00004,6598437,2682504,0,3915933,False,0,60,1
2025-07-28,ATM-00004,3915933,2883439,0,8779653,True,7747158,12,3
2025-07-29,ATM-00004,8779653,2411116,0,6368537,False,0,36,2
2025-07-30,ATM-00004,6368537,2238936,0,4129601,False,0,58,1
2025-07-31,ATM-00004,4129601,1573285,0,2556316,False,0,74,1
2025-08-01,ATM-00004,2556316,2032227,0,9161016,True,8636926,8,4
2025-08-02,ATM-00004,9161016,1692376,0,7468640,False,0,25,4
2025-08-03,ATM-00004,7468640,1375950,0,6092690,False,0,39,4
2025-08-04,ATM-00004,6092690,2171155,0,3921535,False,0,60,1
2025-08-05,ATM-00004,3921535,1972609,0,9323194,True,7374267,6,4
2025-08-06,ATM-00004,9323194,1257495,0,8065699,False,0,19,6
2025-08-07,ATM-00004,8065699,2474858,0,5590841,False,0,44,2
2025-08-08,ATM-00004,5590841,2897129,0,2693712,False,0,73,0
2025-08-09,ATM-00004,2693712,2626209,0,9098067,True,9030564,9,3
2025-08-10,ATM-00004,9098067,907949,0,8190118,False,0,18,9
2025-08-11,ATM-00004,8190118,1034936,0,7155182,False,0,28,6
2025-08-12,ATM-00004,7155182,2580608,0,4574574,False,0,54,1
2025-08-13,ATM-00004,4574574,1982209,0,2592365,False,0,74,1
2025-08-14,ATM-00004,2592365,1357406,0,9360832,True,8125872,6,6
2025-08-15,ATM-00004,9360832,847751,0,8513081,False,0,14,10
2025-08-16,ATM-00004,8513081,1554591,0,6958490,False,0,30,4
2025-08-17,ATM-00004,6958490,905117,0,6053373,False,0,39,6
2025-08-18,ATM-00004,6053373,1562036,0,4491337,False,0,55,2
2025-08-19,ATM-00004,4491337,2597639,0,9362495,True,7468797,6,3
2025-08-20,ATM-00004,9362495,2188105,0,7174390,False,0,28,3
2025-08-21,ATM-00004,7174390,2180976,0,4993414,False,0,50,2
2025-08-22,ATM-00004,4993414,1970399,0,3023015,False,0,69,1
2025-08-23,ATM-00004,3023015,1120508,0,9436368,True,7533860,5,8
2025-08-24,ATM-00004,9436368,1331228,0,8105140,False,0,18,6
2025-08-25,ATM-00004,8105140,2251243,0,5853897,False,0,41,2
2025-08-26,ATM-00004,5853897,1739658,0,4114239,False,0,58,2
2025-08-27,ATM-00004,4114239,1087310,0,3026929,False,0,69,2
2025-08-28,ATM-00004,3026929,2753665,0,9053675,True,8780411,9,3
2025-08-29,ATM-00004,9053675,2312178,0,6741497,False,0,32,2
2025-08-30,ATM-00004,6741497,1313239,0,5428258,False,0,45,4
2025-08-31,ATM-00004,5428258,2728374,0,2699884,False,0,73,0
2025-09-01,ATM-00004,2699884,1873376,0,8509022,True,7682514,14,4
2025-09-02,ATM-00004,8509022,1877941,0,6631081,False,0,33,3
2025-09-03,ATM-00004,6631081,1323473,0,5307608,False,0,46,4
2025-09-04,ATM-00004,5307608,1811536,0,3496072,False,0,65,1
2025-09-05,ATM-00004,3496072,2088969,0,9119038,True,7711934,8,4
2025-09-06,ATM-00004,9119038,1388506,0,7730532,False,0,22,5
2025-09-07,ATM-00004,7730532,1020470,0,6710062,False,0,32,6
2025-09-08,ATM-00004,6710062,1285890,0,5424172,False,0,45,4
2025-09-09,ATM-00004,5424172,1817491,0,3606681,False,0,63,1
2025-09-10,ATM-00004,3606681,1875503,0,9074468,True,7343290,9,4
2025-09-11,ATM-00004,9074468,1487457,0,7587011,False,0,24,5
2025-09-12,ATM-00004,7587011,1459263,0,6127748,False,0,38,4
2025-09-13,ATM-00004,6127748,1061000,0,5066748,False,0,49,4
2025-09-14,ATM-00004,5066748,1787914,0,3278834,False,0,67,1
2025-09-15,ATM-00004,3278834,2900832,0,9319182,True,8941180,6,3
2025-09-16,ATM-00004,9319182,1006559,0,8312623,False,0,16,8
2025-09-17,ATM-00004,8312623,2581829,0,5730794,False,0,42,2
2025-09-18,ATM-00004,5730794,807082,0,4923712,False,0,50,6
2025-09-19,ATM-00004,4923712,1286486,0,3637226,False,0,63,2
2025-09-20,ATM-00004,3637226,2326433,0,9019466,True,7708672,9,3
2025-09-21,ATM-00004,9019466,1916172,0,7103294,False,0,28,3
2025-09-22,ATM-00004,7103294,2725314,0,4377980,False,0,56,1
2025-09-23,ATM-00004,4377980,2424462,0,8556998,True,6603480,14,3
2025-09-24,ATM-00004,8556998,1707172,0,6849826,False,0,31,4
2025-09-25,ATM-00004,6849826,2192560,0,4657266,False,0,53,2
2025-09-26,ATM-00004,4657266,2025542,0,2631724,False,0,73,1
2025-09-27,ATM-00004,2631724,2998383,0,9173723,True,9540381,8,3
2025-09-28,ATM-00004,9173723,2369129,0,6804594,False,0,31,2
2025-09-29,ATM-00004,6804594,1123264,0,5681330,False,0,43,5
2025-09-30,ATM-00004,5681330,1973955,0,3707375,False,0,62,1
2025-10-01,ATM-00004,3707375,2263498,0,9019432,True,7575554,9,3
2025-10-02,ATM-00004,9019432,1909084,0,7110348,False,0,28,3
2025-10-03,ATM-00004,7110348,2158804,0,4951544,False,0,50,2
2025-10-04,ATM-00004,4951544,2190735,0,2760809,False,0,72,1
2025-10-05,ATM-00004,2760809,966738,0,9255778,True,7461707,7,9
2025-10-06,ATM-00004,9255778,2633385,0,6622393,False,0,33,2
2025-10-07,ATM-00004,6622393,1167624,0,5454769,False,0,45,4
2025-10-08,ATM-00004,5454769,1398635,0,4056134,False,0,59,2
2025-10-09,ATM-00004,4056134,2108167,0,9245204,True,7297237,7,4
2025-10-10,ATM-00004,9245204,2640515,0,6604689,False,0,33,2
2025-10-11,ATM-00004,6604689,1502278,0,5102411,False,0,48,3
2025-10-12,ATM-00004,5102411,2045659,0,3056752,False,0,69,1
2025-10-13,ATM-00004,3056752,2622655,0,8784720,True,8350623,12,3
2025-10-14,ATM-00004,8784720,2240957,0,6543763,False,0,34,2
2025-10-15,ATM-00004,6543763,2179420,0,4364343,False,0,56,2
2025-10-16,ATM-00004,4364343,1924647,0,2439696,False,0,75,1
2025-10-17,ATM-00004,2439696,1609767,0,9019212,True,8189282,9,5
2025-10-18,ATM-00004,9019212,2664817,0,6354395,False,0,36,2
2025-10-19,ATM-00004,6354395,2448098,0,3906297,False,0,60,1
2025-10-20,ATM-00004,3906297,2552033,0,9193680,True,7839416,8,3
2025-10-21,ATM-00004,9193680,905840,0,8287840,False,0,17,9
2025-10-22,ATM-00004,8287840,2116784,0,6171056,False,0,38,2
2025-10-23,ATM-00004,6171056,1429042,0,4742014,False,0,52,3
2025-10-24,ATM-00004,4742014,2947312,0,9287414,True,7492712,7,3
2025-10-25,ATM-00004,9287414,1746464,0,7540950,False,0,24,4
2025-10-26,ATM-00004,7540950,2796385,0,4744565,False,0,52,1
2025-10-27,ATM-00004,4744565,1681561,0,3063004,False,0,69,1
2025-10-28,ATM-00004,3063004,2493072,0,9099662,True,8529729,9,3
2025-10-29,ATM-00004,9099662,2409759,0,6689903,False,0,33,2
2025-05-03,ATM-00005,6300000,1425502,0,4874498,False,0,30,3
2025-05-04,ATM-00005,4874498,1922505,0,2951993,False,0,57,1
2025-05-05,ATM-00005,2951993,2971670,0,6425691,True,6445368,8,2
2025-05-06,ATM-00005,6425691,2318592,0,4107099,False,0,41,1
2025-05-07,ATM-00005,4107099,2958854,0,6084431,True,4936185,13,2
2025-05-08,ATM-00005,6084431,1138550,0,4945881,False,0,29,4
2025-05-09,ATM-00005,4945881,898887,0,4046994,False,0,42,4
2025-05-10,ATM-00005,4046994,2016199,0,2030795,False,0,70,1
2025-05-11,ATM-00005,2030795,1369188,0,6207082,True,5545475,11,4
2025-05-12,ATM-00005,6207082,1025400,0,5181682,False,0,25,5
2025-05-13,ATM-00005,5181682,1282941,0,3898741,False,0,44,3
2025-05-14,ATM-00005,3898741,1285420,0,2613321,False,0,62,2
2025-05-15,ATM-00005,2613321,2133211,0,6405491,True,5925380,8,3
