event_id,atm_id,issue_type,error_code,description,severity,reported_at,resolved_at,resolution_time_minutes,engineer_id,parts_replaced,cost_naira,preventive
MAINT-1761116291-5305,ATM-00039,network,D1500,Connection timeout,high,2025-10-22T07:58:11.156876,2025-10-22T09:39:11.156876,101,ENG-017,"[""Receipt printer""]",233237,True
MAINT-1761116291-1868,ATM-00043,printer,20014,Printer jam,medium,2025-10-22T07:58:11.156876,2025-10-22T08:40:11.156876,42,ENG-023,[],52788,False
MAINT-1761116291-3263,ATM-00046,printer,20013,Receipt paper empty,medium,2025-10-22T07:58:11.156876,2025-10-22T08:35:11.156876,37,ENG-020,[],90205,False
MAINT-1761116291-8430,ATM-00046,cash_dispenser,20002,Low cash warning,low,2025-10-22T07:58:11.156876,2025-10-22T10:24:11.156876,146,ENG-013,[],61326,False
MAINT-1761116291-7452,ATM-00049,cash_dispenser,20002,Low cash warning,low,2025-10-22T07:58:11.156876,2025-10-22T10:10:11.156876,132,ENG-018,[],143007,False
MAINT-1761116291-3463,ATM-00050,printer,20013,Receipt paper empty,medium,2025-10-22T07:58:11.156876,2025-10-22T08:03:11.156876,5,ENG-001,[],200483,False
MAINT-1761116291-1385,ATM-00050,cash_dispenser,20002,Low cash warning,low,2025-10-22T07:58:11.156876,2025-10-22T10:01:11.156876,123,ENG-018,[],91871,False
MAINT-1761116291-7911,ATM-00054,printer,20014,Printer jam,medium,2025-10-22T07:58:11.156876,2025-10-22T08:53:11.156876,55,ENG-027,[],210116,False
MAINT-1761116291-6216,ATM-00058,card_reader,90001,Card reader malfunction,high,2025-10-22T07:58:11.156876,2025-10-22T08:48:11.156876,50,ENG-019,"[""Receipt printer""]",197996,False
MAINT-1761116291-7681,ATM-00059,printer,20013,Receipt paper empty,medium,2025-10-22T07:58:11.156876,2025-10-22T08:32:11.156876,34,ENG-012,"[""Cash cassette""]",172850,False
MAINT-1761116291-9295,ATM-00060,printer,20014,Printer jam,medium,2025-10-22T07:58:11.156876,2025-10-22T08:09:11.156876,11,ENG-015,[],62509,False
MAINT-1761116291-2899,ATM-00074,card_reader,90001,Card reader malfunction,high,2025-10-22T07:58:11.156876,2025-10-22T08:48:11.156876,50,ENG-004,[],42395,False
MAINT-1761116291-6405,ATM-00085,printer,20014,Printer jam,medium,2025-10-22T07:58:11.156876,2025-10-22T08:29:11.156876,31,ENG-014,[],164310,True
MAINT-1761116291-3468,ATM-00089,card_reader,90001,Card reader malfunction,high,2025-10-22T07:58:11.156876,2025-10-22T08:44:11.156876,46,ENG-023,[],111636,False
MAINT-1761116291-9842,ATM-00099,network,D1500,Connection timeout,high,2025-10-22T07:58:11.156876,2025-10-22T09:33:11.156876,95,ENG-026,[],62273,True
MAINT-1761116291-4368,ATM-00100,cash_dispenser,20001,Unable to load cassette,medium,2025-10-22T07:58:11.156876,2025-10-22T08:20:11.156876,22,ENG-028,"[""Receipt printer""]",45059,False
MAINT-1761029891-2286,ATM-00019,card_reader,90001,Card reader malfunction,high,2025-10-21T07:58:11.156876,2025-10-21T09:17:11.156876,79,ENG-030,"[""Receipt printer""]",163842,False
MAINT-1761029891-3166,ATM-00025,printer,20013,Receipt paper empty,medium,2025-10-21T07:58:11.156876,2025-10-21T08:21:11.156876,23,ENG-029,"[""Card reader""]",62021,False
MAINT-1761029891-1826,ATM-00027,printer,20014,Printer jam,medium,2025-10-21T07:58:11.156876,2025-10-21T08:14:11.156876,16,ENG-030,"[""Receipt printer""]",235619,True
MAINT-1761029891-5544,ATM-00028,cash_dispenser,C0047,Cassette misfeed,high,2025-10-21T07:58:11.156876,2025-10-21T08:56:11.156876,58,ENG-021,[],58414,True
MAINT-1761029891-4613,ATM-00032,card_reader,90001,Card reader malfunction,high,2025-10-21T07:58:11.156876,2025-10-21T08:47:11.156876,49,ENG-029,[],233991,True
MAINT-1761029891-6795,ATM-00046,cash_dispenser,20002,Low cash warning,low,2025-10-21T07:58:11.156876,2025-10-21T09:50:11.156876,112,ENG-026,[],222964,False
MAINT-1761029891-6609,ATM-00052,cash_dispenser,C0047,Cassette misfeed,high,2025-10-21T07:58:11.156876,2025-10-21T08:32:11.156876,34,ENG-008,[],73801,False
MAINT-1761029891-6254,ATM-00057,network,D1500,Connection timeout,high,2025-10-21T07:58:11.156876,2025-10-21T09:25:11.156876,87,ENG-010,"[""Cash cassette""]",107985,False
MAINT-1761029891-6615,ATM-00063,cash_dispenser,C0047,Cassette misfeed,high,2025-10-21T07:58:11.156876,2025-10-21T08:57:11.156876,59,ENG-020,"[""Receipt printer""]",237978,False
MAINT-1761029891-6038,ATM-00068,card_reader,90001,Card reader malfunction,high,2025-10-21T07:58:11.156876,2025-10-21T09:25:11.156876,87,ENG-014,[],20428,False
MAINT-1761029891-8697,ATM-00068,cash_dispenser,C0047,Cassette misfeed,high,2025-10-21T07:58:11.156876,2025-10-21T08:33:11.156876,35,ENG-013,[],222642,False
MAINT-1761029891-3168,ATM-00071,printer,20014,Printer jam,medium,2025-10-21T07:58:11.156876,2025-10-21T08:28:11.156876,30,ENG-015,"[""Card reader""]",105430,False
MAINT-1761029891-8336,ATM-00075,network,D1500,Connection timeout,high,2025-10-21T07:58:11.156876,2025-10-21T09:36:11.156876,98,ENG-004,[],22990,True
MAINT-1761029891-1548,ATM-00087,cash_dispenser,20001,Unable to load cassette,medium,2025-10-21T07:58:11.156876,2025-10-21T08:21:11.156876,23,ENG-028,[],96271,False
MAINT-1761029891-3790,ATM-00090,printer,20014,Printer jam,medium,2025-10-21T07:58:11.156876,2025-10-21T08:27:11.156876,29,ENG-022,"[""Cash cassette""]",201856,True
MAINT-1760943491-2850,ATM-00016,cash_dispenser,C0047,Cassette misfeed,high,2025-10-20T07:58:11.156876,2025-10-20T08:41:11.156876,43,ENG-008,"[""Receipt printer""]",18949,False
MAINT-1760943491-5365,ATM-00020,cash_dispenser,C0047,Cassette misfeed,high,2025-10-20T07:58:11.156876,2025-10-20T08:52:11.156876,54,ENG-005,"[""Receipt printer""]",165638,False
MAINT-1760943491-3016,ATM-00033,cash_dispenser,20002,Low cash warning,low,2025-10-20T07:58:11.156876,2025-10-20T10:13:11.156876,135,ENG-022,[],155127,False
MAINT-1760943491-1562,ATM-00034,card_reader,90001,Card reader malfunction,high,2025-10-20T07:58:11.156876,2025-10-20T09:27:11.156876,89,ENG-020,[],146695,True
MAINT-1760943491-5940,ATM-00036,cash_dispenser,20001,Unable to load cassette,medium,2025-10-20T07:58:11.156876,2025-10-20T08:56:11.156876,58,ENG-020,"[""Receipt printer""]",244481,False
MAINT-1760943491-5478,ATM-00057,printer,20014,Printer jam,medium,2025-10-20T07:58:11.156876,2025-10-20T08:19:11.156876,21,ENG-024,"[""Cash cassette""]",183096,False
MAINT-1760943491-9692,ATM-00061,printer,20014,Printer jam,medium,2025-10-20T07:58:11.156876,2025-10-20T08:25:11.156876,27,ENG-001,[],227719,False
MAINT-1760943491-4449,ATM-00064,cash_dispenser,20002,Low cash warning,low,2025-10-20T07:58:11.156876,2025-10-20T10:03:11.156876,125,ENG-008,"[""Card reader""]",55689,False
MAINT-1760943491-6855,ATM-00074,cash_dispenser,20002,Low cash warning,low,2025-10-20T07:58:11.156876,2025-10-20T10:15:11.156876,137,ENG-006,[],155244,False
MAINT-1760943491-1788,ATM-00080,cash_dispenser,20001,Unable to load cassette,medium,2025-10-20T07:58:11.156876,2025-10-20T08:17:11.156876,19,ENG-001,"[""Receipt printer""]",192612,False
MAINT-1760943491-8077,ATM-00090,printer,20014,Printer jam,medium,2025-10-20T07:58:11.156876,2025-10-20T08:26:11.156876,28,ENG-015,"[""Card reader""]",214536,False
MAINT-1760943491-6237,ATM-00093,printer,20014,Printer jam,medium,2025-10-20T07:58:11.156876,2025-10-20T08:15:11.156876,17,ENG-030,"[""Cash cassette""]",59755,True
MAINT-1760857091-2404,ATM-00014,card_reader,90001,Card reader malfunction,high,2025-10-19T07:58:11.156876,2025-10-19T09:01:11.156876,63,ENG-007,"[""Receipt printer""]",242358,False
MAINT-1760857091-6901,ATM-00017,cash_dispenser,20002,Low cash warning,low,2025-10-19T07:58:11.156876,2025-10-19T10:25:11.156876,147,ENG-028,[],91675,True
MAINT-1760857091-8429,ATM-00020,printer,20013,Receipt paper empty,medium,2025-10-19T07:58:11.156876,2025-10-19T08:02:11.156876,4,ENG-030,"[""Receipt printer""]",196461,True
MAINT-1760857091-4479,ATM-00026,printer,20014,Printer jam,medium,2025-10-19T07:58:11.156876,2025-10-19T08:45:11.156876,47,ENG-019,"[""Cash cassette""]",152891,True
MAINT-1760857091-3941,ATM-00026,card_reader,90001,Card reader malfunction,high,2025-10-19T07:58:11.156876,2025-10-19T09:12:11.156876,74,ENG-026,[],118011,False
MAINT-1760857091-2062,ATM-00030,printer,20013,Receipt paper empty,medium,2025-10-19T07:58:11.156876,2025-10-19T08:37:11.156876,39,ENG-006,"[""Card reader""]",211905,False
MAINT-1760857091-5348,ATM-00036,printer,20013,Receipt paper empty,medium,2025-10-19T07:58:11.156876,2025-10-19T08:21:11.156876,23,ENG-026,"[""Cash cassette""]",221793,False
MAINT-1760857091-5315,ATM-00055,printer,20014,Printer jam,medium,2025-10-19T07:58:11.156876,2025-10-19T08:33:11.156876,35,ENG-005,"[""Card reader""]",107746,False
MAINT-1760857091-4653,ATM-00056,cash_dispenser,20001,Unable to load cassette,medium,2025-10-19T07:58:11.156876,2025-10-19T08:57:11.156876,59,ENG-003,"[""Cash cassette""]",56660,True
MAINT-1760857091-8289,ATM-00057,cash_dispenser,C0047,Cassette misfeed,high,2025-10-19T07:58:11.156876,2025-10-19T08:37:11.156876,39,ENG-004,"[""Cash cassette""]",245747,False
MAINT-1760857091-1500,ATM-00075,cash_dispenser,20002,Low cash warning,low,2025-10-19T07:58:11.156876,2025-10-19T10:15:11.156876,137,ENG-027,"[""Cash cassette""]",158292,True
MAINT-1760857091-2964,ATM-00084,printer,20013,Receipt paper empty,medium,2025-10-19T07:58:11.156876,2025-10-19T08:10:11.156876,12,ENG-014,[],93937,False
MAINT-1760857091-3452,ATM-00085,card_reader,90001,Card reader malfunction,high,2025-10-19T07:58:11.156876,2025-10-19T08:48:11.156876,50,ENG-010,[],67896,False
MAINT-1760857091-8578,ATM-00087,cash_dispenser,20002,Low cash warning,low,2025-10-19T07:58:11.156876,2025-10-19T10:17:11.156876,139,ENG-024,"[""Cash cassette""]",233024,True
MAINT-1760857091-2212,ATM-00091,printer,20014,Printer jam,medium,2025-10-19T07:58:11.156876,2025-10-19T08:50:11.156876,52,ENG-027,[],153626,False
MAINT-1760857091-7051,ATM-00094,cash_dispenser,C0047,Cassette misfeed,high,2025-10-19T07:58:11.156876,2025-10-19T09:06:11.156876,68,ENG-023,[],146399,False
MAINT-1760770691-3938,ATM-00005,printer,20014,Printer jam,medium,2025-10-18T07:58:11.156876,2025-10-18T08:10:11.156876,12,ENG-030,"[""Cash cassette""]",69305,False
MAINT-1760770691-8921,ATM-00013,printer,20014,Printer jam,medium,2025-10-18T07:58:11.156876,2025-10-18T08:17:11.156876,19,ENG-012,[],214615,False
MAINT-1760770691-4764,ATM-00014,network,D1500,Connection timeout,high,2025-10-18T07:58:11.156876,2025-10-18T09:20:11.156876,82,ENG-015,"[""Cash cassette""]",41287,False
MAINT-1760770691-3931,ATM-00016,printer,20014,Printer jam,medium,2025-10-18T07:58:11.156876,2025-10-18T08:23:11.156876,25,ENG-018,"[""Receipt printer""]",210587,False
MAINT-1760770691-7502,ATM-00024,card_reader,90001,Card reader malfunction,high,2025-10-18T07:58:11.156876,2025-10-18T08:48:11.156876,50,ENG-027,"[""Cash cassette""]",76876,False
MAINT-1760770691-3148,ATM-00026,network,D1500,Connection timeout,high,2025-10-18T07:58:11.156876,2025-10-18T09:42:11.156876,104,ENG-029,[],201485,False
MAINT-1760770691-3944,ATM-00028,cash_dispenser,C0047,Cassette misfeed,high,2025-10-18T07:58:11.156876,2025-10-18T09:02:11.156876,64,ENG-001,[],68950,False
MAINT-1760770691-2645,ATM-00033,printer,20013,Receipt paper empty,medium,2025-10-18T07:58:11.156876,2025-10-18T08:42:11.156876,44,ENG-024,[],174166,False
MAINT-1760770691-1515,ATM-00040,cash_dispenser,20001,Unable to load cassette,medium,2025-10-18T07:58:11.156876,2025-10-18T08:49:11.156876,51,ENG-004,"[""Receipt printer""]",141854,True
MAINT-1760770691-3797,ATM-00043,network,D1500,Connection timeout,high,2025-10-18T07:58:11.156876,2025-10-18T09:28:11.156876,90,ENG-017,"[""Card reader""]",67520,False
MAINT-1760770691-9306,ATM-00043,printer,20014,Printer jam,medium,2025-10-18T07:58:11.156876,2025-10-18T08:19:11.156876,21,ENG-025,"[""Receipt printer""]",48927,False
MAINT-1760770691-2251,ATM-00044,cash_dispenser,C0047,Cassette misfeed,high,2025-10-18T07:58:11.156876,2025-10-18T08:32:11.156876,34,ENG-009,"[""Cash cassette""]",144742,True
MAINT-1760770691-1202,ATM-00045,cash_dispenser,20002,Low cash warning,low,2025-10-18T07:58:11.156876,2025-10-18T09:59:11.156876,121,ENG-004,[],188218,False
MAINT-1760770691-2269,ATM-00048,card_reader,90001,Card reader malfunction,high,2025-10-18T07:58:11.156876,2025-10-18T08:55:11.156876,57,ENG-019,[],206537,False
MAINT-1760770691-7370,ATM-00055,printer,20013,Receipt paper empty,medium,2025-10-18T07:58:11.156876,2025-10-18T08:33:11.156876,35,ENG-026,"[""Cash cassette""]",190297,False
MAINT-1760770691-2812,ATM-00077,network,D1500,Connection timeout,high,2025-10-18T07:58:11.156876,2025-10-18T09:16:11.156876,78,ENG-004,"[""Card reader""]",172052,False
MAINT-1760770691-9191,ATM-00078,card_reader,90001,Card reader malfunction,high,2025-10-18T07:58:11.156876,2025-10-18T09:18:11.156876,80,ENG-001,[],229148,False
MAINT-1760770691-9419,ATM-00082,cash_dispenser,C0047,Cassette misfeed,high,2025-10-18T07:58:11.156876,2025-10-18T08:34:11.156876,36,ENG-005,[],212654,False
MAINT-1760770691-4493,ATM-00084,cash_dispenser,20002,Low cash warning,low,2025-10-18T07:58:11.156876,2025-10-18T10:26:11.156876,148,ENG-030,[],59296,False
MAINT-1760770691-7034,ATM-00085,card_reader,90001,Card reader malfunction,high,2025-10-18T07:58:11.156876,2025-10-18T08:47:11.156876,49,ENG-003,"[""Card reader""]",85167,False
MAINT-1760684291-8710,ATM-00002,printer,20014,Printer jam,medium,2025-10-17T07:58:11.156876,2025-10-17T08:51:11.156876,53,ENG-010,"[""Cash cassette""]",127965,False
MAINT-1760684291-8849,ATM-00003,printer,20013,Receipt paper empty,medium,2025-10-17T07:58:11.156876,2025-10-17T08:14:11.156876,16,ENG-007,[],156184,False
MAINT-1760684291-5877,ATM-00007,cash_dispenser,C0047,Cassette misfeed,high,2025-10-17T07:58:11.156876,2025-10-17T08:43:11.156876,45,ENG-028,"[""Receipt printer""]",83895,False
MAINT-1760684291-4678,ATM-00008,card_reader,90001,Card reader malfunction,high,2025-10-17T07:58:11.156876,2025-10-17T09:09:11.156876,71,ENG-011,[],203819,False
MAINT-1760684291-6993,ATM-00013,printer,20013,Receipt paper empty,medium,2025-10-17T07:58:11.156876,2025-10-17T08:07:11.156876,9,ENG-013,[],217413,False
MAINT-1760684291-9465,ATM-00013,printer,20014,Printer jam,medium,2025-10-17T07:58:11.156876,2025-10-17T08:12:11.156876,14,ENG-009,[],73431,False
MAINT-1760684291-1187,ATM-00017,card_reader,90001,Card reader malfunction,high,2025-10-17T07:58:11.156876,2025-10-17T09:21:11.156876,83,ENG-021,"[""Receipt printer""]",29189,False
MAINT-1760684291-8720,ATM-00020,printer,20013,Receipt paper empty,medium,2025-10-17T07:58:11.156876,2025-10-17T07:59:11.156876,1,ENG-030,"[""Cash cassette""]",78617,True
MAINT-1760684291-6247,ATM-00036,cash_dispenser,20001,Unable to load cassette,medium,2025-10-17T07:58:11.156876,2025-10-17T08:22:11.156876,24,ENG-005,[],204095,True
MAINT-1760684291-9631,ATM-00044,cash_dispenser,20002,Low cash warning,low,2025-10-17T07:58:11.156876,2025-10-17T09:58:11.156876,120,ENG-029,[],197916,False
MAINT-1760684291-7172,ATM-00061,printer,20013,Receipt paper empty,medium,2025-10-17T07:58:11.156876,2025-10-17T08:09:11.156876,11,ENG-002,[],73568,False
MAINT-1760684291-1995,ATM-00077,cash_dispenser,C0047,Cassette misfeed,high,2025-10-17T07:58:11.156876,2025-10-17T09:02:11.156876,64,ENG-026,"[""Card reader""]",220530,False
MAINT-1760684291-9260,ATM-00079,card_reader,90001,Card reader malfunction,high,2025-10-17T07:58:11.156876,2025-10-17T08:48:11.156876,50,ENG-019,"[""Card reader""]",201483,False
MAINT-1760684291-3157,ATM-00082,cash_dispenser,20002,Low cash warning,low,2025-10-17T07:58:11.156876,2025-10-17T09:56:11.156876,118,ENG-030,"[""Card reader""]",211024,False
MAINT-1760684291-9410,ATM-00094,cash_dispenser,20001,Unable to load cassette,medium,2025-10-17T07:58:11.156876,2025-10-17T08:27:11.156876,29,ENG-015,"[""Receipt printer""]",15295,False
MAINT-1760597891-6053,ATM-00005,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:30:11.156876,32,ENG-009,[],246423,False
MAINT-1760597891-9255,ATM-00012,cash_dispenser,20001,Unable to load cassette,medium,2025-10-16T07:58:11.156876,2025-10-16T08:24:11.156876,26,ENG-018,"[""Receipt printer""]",201214,False
MAINT-1760597891-5155,ATM-00014,printer,20013,Receipt paper empty,medium,2025-10-16T07:58:11.156876,2025-10-16T08:35:11.156876,37,ENG-009,"[""Receipt printer""]",163024,False
MAINT-1760597891-5949,ATM-00019,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:12:11.156876,14,ENG-018,"[""Card reader""]",123381,False
MAINT-1760597891-6656,ATM-00027,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:36:11.156876,38,ENG-029,"[""Card reader""]",121038,True
MAINT-1760597891-6593,ATM-00037,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:41:11.156876,43,ENG-015,"[""Receipt printer""]",91242,False
MAINT-1760597891-4741,ATM-00052,card_reader,90001,Card reader malfunction,high,2025-10-16T07:58:11.156876,2025-10-16T08:58:11.156876,60,ENG-023,"[""Cash cassette""]",25546,True
MAINT-1760597891-2197,ATM-00053,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:20:11.156876,22,ENG-025,"[""Receipt printer""]",137084,False
MAINT-1760597891-6695,ATM-00055,printer,20014,Printer jam,medium,2025-10-16T07:58:11.156876,2025-10-16T08:11:11.156876,13,ENG-016,"[""Cash cassette""]",31718,False
MAINT-1760597891-5939,ATM-00074,printer,20013,Receipt paper empty,medium,2025-10-16T07:58:11.156876,2025-10-16T08:40:11.156876,42,ENG-025,"[""Cash cassette""]",215372,True
MAINT-1760597891-6251,ATM-00078,card_reader,90001,Card reader malfunction,high,2025-10-16T07:58:11.156876,2025-10-16T09:25:11.156876,87,ENG-008,"[""Cash cassette""]",53557,False
MAINT-1760597891-4201,ATM-00083,cash_dispenser,20002,Low cash warning,low,2025-10-16T07:58:11.156876,2025-10-16T10:17:11.156876,139,ENG-008,"[""Cash cassette""]",123909,True
MAINT-1760597891-9160,ATM-00084,card_reader,90001,Card reader malfunction,high,2025-10-16T07:58:11.156876,2025-10-16T09:26:11.156876,88,ENG-002,[],65854,False
MAINT-1760597891-5916,ATM-00092,cash_dispenser,C0047,Cassette misfeed,high,2025-10-16T07:58:11.156876,2025-10-16T08:57:11.156876,59,ENG-024,"[""Card reader""]",50110,False
MAINT-1760597891-5227,ATM-00096,cash_dispenser,C0047,Cassette misfeed,high,2025-10-16T07:58:11.156876,2025-10-16T09:01:11.156876,63,ENG-029,"[""Receipt printer""]",237438,False
MAINT-1760511491-5687,ATM-00001,network,D1500,Connection timeout,high,2025-10-15T07:58:11.156876,2025-10-15T09:25:11.156876,87,ENG-012,"[""Cash cassette""]",241963,False
MAINT-1760511491-6933,ATM-00002,cash_dispenser,20001,Unable to load cassette,medium,2025-10-15T07:58:11.156876,2025-10-15T08:36:11.156876,38,ENG-013,"[""Cash cassette""]",173621,False
MAINT-1760511491-8369,ATM-00005,cash_dispenser,20002,Low cash warning,low,2025-10-15T07:58:11.156876,2025-10-15T09:48:11.156876,110,ENG-028,[],155413,True
MAINT-1760511491-4921,ATM-00008,cash_dispenser,20002,Low cash warning,low,2025-10-15T07:58:11.156876,2025-10-15T09:46:11.156876,108,ENG-016,[],78198,False
MAINT-1760511491-1466,ATM-00022,card_reader,90001,Card reader malfunction,high,2025-10-15T07:58:11.156876,2025-10-15T08:58:11.156876,60,ENG-004,"[""Receipt printer""]",32491,False
MAINT-1760511491-3525,ATM-00026,cash_dispenser,20002,Low cash warning,low,2025-10-15T07:58:11.156876,2025-10-15T10:24:11.156876,146,ENG-004,[],225003,False
MAINT-1760511491-2059,ATM-00062,cash_dispenser,20001,Unable to load cassette,medium,2025-10-15T07:58:11.156876,2025-10-15T08:57:11.156876,59,ENG-015,"[""Cash cassette""]",116939,False
MAINT-1760511491-1937,ATM-00067,printer,20014,Printer jam,medium,2025-10-15T07:58:11.156876,2025-10-15T08:31:11.156876,33,ENG-026,"[""Card reader""]",21774,True
MAINT-1760511491-2376,ATM-00076,network,D1500,Connection timeout,high,2025-10-15T07:58:11.156876,2025-10-15T09:55:11.156876,117,ENG-030,[],248567,False
MAINT-1760511491-3370,ATM-00079,network,D1500,Connection timeout,high,2025-10-15T07:58:11.156876,2025-10-15T09:48:11.156876,110,ENG-009,[],201848,False
MAINT-1760511491-7175,ATM-00082,cash_dispenser,20002,Low cash warning,low,2025-10-15T07:58:11.156876,2025-10-15T10:21:11.156876,143,ENG-006,"[""Cash cassette""]",236907,False
MAINT-1760511491-1414,ATM-00084,cash_dispenser,20001,Unable to load cassette,medium,2025-10-15T07:58:11.156876,2025-10-15T08:56:11.156876,58,ENG-023,"[""Receipt printer""]",244457,True
